id,start,duration,attendance_status,status,topic,service_id,contractor_id,student_id,paying_client_id,charge_rate,tutor_rate,startDate,commRate,commissionOld,newCommRate,commissionNew,,month,Oct-24
8570367,2023-06-06T17:00:00Z,1,,complete,Maths & Science,625022,1763504,1920322,1910535,65,45,06/06/2023 17:00,20,20,20,20,,,
9287316,2023-06-06T17:30:00Z,1,,complete,10+ Preparation,627639,1848083,1945299,1915505,68,50,06/06/2023 17:30,18,18,18,18,,,
9377359,2023-06-06T18:00:00Z,1,,complete,11+ Preparation,611548,1749410,1977926,1880340,68,60,06/06/2023 18:00,8,8,12,12,,,
9410895,2023-06-07T16:10:00Z,1,,complete,11+ Preparation,677940,1749613,2027690,2023833,68,60,07/06/2023 16:10,8,8,12,12,,,
7663354,2023-06-07T16:30:00Z,1,,planned,11+ Preparation,552885,1749410,1749576,1749574,72,60,07/06/2023 16:30,12,12,12,12,,,
9287369,2023-06-07T17:30:00Z,1,,complete,11+ Preparation,621647,1848083,1945291,1902956,68,50,07/06/2023 17:30,18,18,18,18,,,
8569965,2023-06-07T17:30:00Z,1.5,,complete,English,624992,1909000,1749458,1748975,58,43,07/06/2023 17:30,15,22.5,15,22.5,,,
10309861,2023-06-07T18:00:00Z,1,,cancelled,Yr 8 | English,733605,1981488,2162196,2161964,65,45,07/06/2023 18:00,20,20,22,22,,,
10345492,2023-06-07T18:30:00Z,1,,complete,Exam Prep,575150,1806454,1810510,1801047,65,45,07/06/2023 18:30,20,20,22,22,,,
10309776,2023-06-07T19:00:00Z,1,,complete,Yr 11 | English,733609,1981488,2162197,2161964,70,45,07/06/2023 19:00,25,25,25,25,,,
10372012,2023-06-08T16:00:00Z,1,,complete,Raffy 11+ Preparation (Maths),552876,1749410,1749557,1749556,65,55,08/06/2023 16:00,10,10,12,12,,,
7663701,2023-06-08T16:00:00Z,1,,planned,11+ Preparation,552872,1749410,1749557,1749556,72,60,08/06/2023 16:00,12,12,12,12,,,
9156275,2023-06-08T16:30:00Z,1,,complete,English,665683,1909000,1998422,1992136,65,43,08/06/2023 16:30,22,22,22,22,,,
9386445,2023-06-08T17:30:00Z,1,,cancelled,Maths & English,605181,1953906,1945537,1867373,70,48,08/06/2023 17:30,22,22,22,22,,,
7663752,2023-06-08T17:30:00Z,1,,planned,English & 11+ Exam Technique,552877,1749410,1749559,1749558,70,50,08/06/2023 17:30,20,20,20,20,,,
10373886,2023-06-08T18:15:00Z,1,,complete,Maths and Literacy,584492,2182887,1842913,1822569,70,48,08/06/2023 18:15,22,22,27,27,,,
9386498,2023-06-08T18:30:00Z,1,,cancelled,Maths,605183,1953906,1945536,1867373,70,48,08/06/2023 18:30,22,22,12,12,,,
10409291,2023-06-09T17:00:00Z,1,,complete,Ollie 11+ Tutoring,552887,1749410,1749576,1749574,65,55,09/06/2023 17:00,10,10,12,12,,,
10345498,2023-06-10T09:30:00Z,1,,complete,Exam Prep,575150,1806454,1810510,1801047,65,45,10/06/2023 09:30,20,20,22,22,,,
8995837,2023-06-10T14:00:00Z,2,,complete,Maths & English,642799,1908735,1945390,1945386,68,48,10/06/2023 14:00,20,40,24,48,,,
7516308,2023-06-11T11:00:00Z,1.5,,complete,Maths,552825,1954528,1749458,1748975,58,50,11/06/2023 11:00,8,12,10,15,,,
10392560,2023-06-11T15:00:00Z,1.5,,complete,Exam Prep,598237,1806454,1844148,1839900,68,60,11/06/2023 15:00,8,12,8,12,,,
7968595,2023-06-11T17:30:00Z,1,,cancelled,Year 5 | Maths | Jana,575149,1953906,1810509,1801047,65,45,11/06/2023 17:30,20,20,22,22,,,
10291773,2023-06-11T17:30:00Z,1,,cancelled,Manipulating Decimals Cont'd,575149,1806454,1810509,1801047,65,45,11/06/2023 17:30,20,20,22,22,,,
10242361,2023-06-11T18:30:00Z,1,,cancelled,Maths,575150,1806454,1810510,1801047,65,45,11/06/2023 18:30,20,20,22,22,,,
10398914,2023-06-12T15:00:00Z,1.5,,complete,Exam Prep,598237,1806454,1844148,1839900,68,60,12/06/2023 15:00,8,12,8,12,,,
9046384,2023-06-12T16:30:00Z,1,,complete,Maths & English,638826,1749613,1945499,1934279,68,60,12/06/2023 16:30,8,8,12,12,,,
8569966,2023-06-12T17:30:00Z,1.5,,complete,English,624992,1909000,1749458,1748975,58,43,12/06/2023 17:30,15,22.5,15,22.5,,,
10361295,2023-06-12T18:00:00Z,1,,complete,Maths | Yr 7,733626,1954528,2162235,2162026,68,48,12/06/2023 18:00,20,20,27,27,,,
7629697,2023-06-12T18:00:00Z,1.5,,complete,"Maths, English, Science & History",552865,1749613,1749548,1749547,70,55,12/06/2023 18:00,15,22.5,24,36,,,
7766578,2023-06-13T16:00:00Z,1,,complete,11+ Preparation,571165,1749613,1795153,1772048,70,55,13/06/2023 16:00,15,15,17,17,,,
9120046,2023-06-13T16:30:00Z,1,,cancelled,11+ Preparation,663178,1908735,1978007,1978004,68,48,13/06/2023 16:30,20,20,22,22,,,
8570368,2023-06-13T17:00:00Z,1,,complete,Maths & Science,625022,1763504,1920322,1910535,65,45,13/06/2023 17:00,20,20,20,20,,,
9287317,2023-06-13T17:30:00Z,1,,complete,10+ Preparation,627639,1848083,1945299,1915505,68,50,13/06/2023 17:30,18,18,18,18,,,
9377360,2023-06-13T18:00:00Z,1,,complete,11+ Preparation,611548,1749410,1977926,1880340,68,60,13/06/2023 18:00,8,8,12,12,,,
10414298,2023-06-13T19:15:00Z,1,,complete,IT,578765,1939332,1810390,1751157,34,28,13/06/2023 19:15,6,6,6,6,,,
9410896,2023-06-14T16:10:00Z,1,,complete,11+ Preparation,677940,1749613,2027690,2023833,68,60,14/06/2023 16:10,8,8,12,12,,,
7663355,2023-06-14T16:30:00Z,1,,complete,11+ Preparation,552885,1749410,1749576,1749574,70,60,14/06/2023 16:30,10,10,12,12,,,
9287370,2023-06-14T17:30:00Z,1,,cancelled,11+ Preparation,621647,1848083,1945291,1902956,68,50,14/06/2023 17:30,18,18,18,18,,,
10309862,2023-06-14T18:00:00Z,1,,complete,Yr 8 | English,733605,1981488,2162196,2161964,65,45,14/06/2023 18:00,20,20,22,22,,,
10495400,2023-06-14T19:00:00Z,1,,complete,Year 10 | Maths and Science | Martha,625022,1763504,1920322,1910535,65,45,14/06/2023 19:00,20,20,20,20,,,
10309777,2023-06-14T19:00:00Z,1,,complete,Yr 11 | English,733609,1981488,2162197,2161964,70,45,14/06/2023 19:00,25,25,25,25,,,
7663702,2023-06-15T16:00:00Z,1,,complete,11+ Preparation,552872,1749410,1749557,1749556,70,60,15/06/2023 16:00,10,10,12,12,,,
9120047,2023-06-15T16:30:00Z,1,,complete,11+ Preparation,663178,1908735,1978007,1978004,68,48,15/06/2023 16:30,20,20,22,22,,,
9386446,2023-06-15T17:30:00Z,1,,cancelled,Maths & English,605181,1953906,1945537,1867373,70,48,15/06/2023 17:30,22,22,22,22,,,
7516309,2023-06-15T17:30:00Z,1.5,,complete,Maths,552825,1954528,1749458,1748975,58,50,15/06/2023 17:30,8,12,20,30,,,
7663753,2023-06-15T17:30:00Z,1,,planned,English & 11+ Exam Technique,552877,1749410,1749559,1749558,70,50,15/06/2023 17:30,20,20,10,10,,,
9386499,2023-06-15T18:30:00Z,1,,cancelled,Maths,605183,1953906,1945536,1867373,70,48,15/06/2023 18:30,22,22,12,12,,,
10448848,2023-06-16T18:00:00Z,1,,complete,"Year 1 Literacy, Maths and Reading",584492,2182887,1842913,1822569,70,48,16/06/2023 18:00,22,22,27,27,,,
8995838,2023-06-17T14:00:00Z,2,,complete,Maths & English,642799,1908735,1945390,1945386,68,48,17/06/2023 14:00,20,40,24,48,,,
10446926,2023-06-18T10:00:00Z,1.5,,complete,Mechanics Prep,598237,1806454,1844148,1839900,68,60,18/06/2023 10:00,8,12,8,12,,,
7968596,2023-06-18T17:30:00Z,1,,cancelled,Year 5 | Maths | Jana,575149,1953906,1810509,1801047,65,45,18/06/2023 17:30,20,20,22,22,,,
10242362,2023-06-18T18:30:00Z,1,,cancelled,Maths,575150,1806454,1810510,1801047,65,45,18/06/2023 18:30,20,20,22,22,,,
10447447,2023-06-19T10:00:00Z,1.5,,complete,Statistics Prep,598237,1806454,1844148,1839900,68,60,19/06/2023 10:00,8,12,8,12,,,
8569967,2023-06-19T17:30:00Z,1.5,,complete,English,624992,1909000,1749458,1748975,58,43,19/06/2023 17:30,15,22.5,15,22.5,,,
10418063,2023-06-19T18:00:00Z,1,,complete,Maths | Yr 7,733626,1954528,2162235,2162026,68,48,19/06/2023 18:00,20,20,27,27,,,
7629698,2023-06-19T18:00:00Z,1.5,,complete,"Maths, English, Science & History",552865,1749613,1749548,1749547,70,55,19/06/2023 18:00,15,22.5,24,36,,,
7766579,2023-06-20T16:00:00Z,1,,cancelled,11+ Preparation,571165,1749613,1795153,1772048,70,55,20/06/2023 16:00,15,15,17,17,,,
8570369,2023-06-20T17:00:00Z,1,,cancelled,Maths & Science,625022,1763504,1920322,1910535,65,45,20/06/2023 17:00,20,20,20,20,,,
9287318,2023-06-20T17:30:00Z,1,,complete,10+ Preparation,627639,1848083,1945299,1915505,68,50,20/06/2023 17:30,18,18,18,18,,,
9377361,2023-06-20T18:00:00Z,1,,cancelled,11+ Preparation,611548,1749410,1977926,1880340,68,60,20/06/2023 18:00,8,8,12,12,,,
10465587,2023-06-20T18:30:00Z,2,,complete,English and History,578765,1939332,1810390,1751157,34,28,20/06/2023 18:30,6,12,6,12,,,
9410897,2023-06-21T16:10:00Z,1,,complete,11+ Preparation,677940,1749613,2027690,2023833,68,60,21/06/2023 16:10,8,8,12,12,,,
7663356,2023-06-21T16:30:00Z,1,,complete,11+ Preparation,552885,1749410,1749576,1749574,70,60,21/06/2023 16:30,10,10,12,12,,,
9287371,2023-06-21T17:30:00Z,1,,complete,11+ Preparation,621647,1848083,1945291,1902956,68,50,21/06/2023 17:30,18,18,18,18,,,
10309863,2023-06-21T18:00:00Z,1,,complete,Yr 8 | English,733605,1981488,2162196,2161964,65,45,21/06/2023 18:00,20,20,22,22,,,
10309778,2023-06-21T19:00:00Z,1,,cancelled,Yr 11 | English,733609,1981488,2162197,2161964,70,45,21/06/2023 19:00,25,25,25,25,,,
7663703,2023-06-22T16:00:00Z,1,,planned,11+ Preparation,552872,1749410,1749557,1749556,72,60,22/06/2023 16:00,12,12,12,12,,,
9120048,2023-06-22T16:30:00Z,1,,complete,11+ Preparation,663178,1908735,1978007,1978004,68,48,22/06/2023 16:30,20,20,22,22,,,
9156277,2023-06-22T16:30:00Z,1,,planned,English,665683,0,1998422,1992136,65,0,22/06/2023 16:30,65,65,22,22,,,
7663754,2023-06-22T17:30:00Z,1,,awaiting-report,English & 11+ Exam Technique,552877,1749410,1749559,1749558,70,50,22/06/2023 17:30,20,20,10,10,,,
10477749,2023-06-22T17:30:00Z,1.5,,complete,Algebra Introduction,552825,1954528,1749458,1748975,58,50,22/06/2023 17:30,8,12,20,30,,,
9386500,2023-06-22T18:30:00Z,1,,cancelled,Maths,605183,1953906,1945536,1867373,70,48,22/06/2023 18:30,22,22,12,12,,,
9046385,2023-06-23T15:40:00Z,1,,complete,Maths & English,638826,1749613,1945499,1934279,68,60,23/06/2023 15:40,8,8,12,12,,,
10493256,2023-06-23T18:00:00Z,1,,complete,Maths and Literacy,584492,2182887,1842913,1822569,70,48,23/06/2023 18:00,22,22,27,27,,,
8995839,2023-06-24T14:00:00Z,2,,complete,Maths & English,642799,1908735,1945390,1945386,68,48,24/06/2023 14:00,20,40,24,48,,,
10242363,2023-06-25T18:30:00Z,1,,cancelled,Maths,575150,1806454,1810510,1801047,65,45,25/06/2023 18:30,20,20,22,22,,,
9046386,2023-06-26T16:30:00Z,1,,complete,Maths & English,638826,1749613,1945499,1934279,68,60,26/06/2023 16:30,8,8,12,12,,,
8569968,2023-06-26T17:30:00Z,1.5,,cancelled,English,624992,1909000,1749458,1748975,58,43,26/06/2023 17:30,15,22.5,15,22.5,,,
10418064,2023-06-26T18:00:00Z,1,,complete,Maths | Yr 7,733626,1954528,2162235,2162026,68,48,26/06/2023 18:00,20,20,27,27,,,
7629699,2023-06-26T18:00:00Z,1.5,,complete,"Maths, English, Science & History",552865,1749613,1749548,1749547,70,55,26/06/2023 18:00,15,22.5,24,36,,,
7766580,2023-06-27T16:00:00Z,1,,cancelled,11+ Preparation,571165,1749613,1795153,1772048,70,55,27/06/2023 16:00,15,15,17,17,,,
8570370,2023-06-27T17:00:00Z,1,,cancelled,Maths & Science,625022,1763504,1920322,1910535,65,45,27/06/2023 17:00,20,20,20,20,,,
9287319,2023-06-27T17:30:00Z,1,,complete,10+ Preparation,627639,1848083,1945299,1915505,68,50,27/06/2023 17:30,18,18,18,18,,,
9377362,2023-06-27T18:00:00Z,1,,cancelled,11+ Preparation,611548,1749410,1977926,1880340,68,60,27/06/2023 18:00,8,8,12,12,,,
9410898,2023-06-28T16:10:00Z,1,,complete,11+ Preparation,677940,1749613,2027690,2023833,68,60,28/06/2023 16:10,8,8,12,12,,,
7663357,2023-06-28T16:30:00Z,1,,complete,11+ Preparation,552885,1749410,1749576,1749574,70,60,28/06/2023 16:30,10,10,12,12,,,
9287372,2023-06-28T17:30:00Z,1,,complete,11+ Preparation,621647,1848083,1945291,1902956,68,50,28/06/2023 17:30,18,18,18,18,,,
10309864,2023-06-28T18:00:00Z,1,,complete,Yr 8 | English,733605,1981488,2162196,2161964,65,45,28/06/2023 18:00,20,20,22,22,,,
10309779,2023-06-28T19:00:00Z,1,,cancelled,Yr 11 | English,733609,1981488,2162197,2161964,70,45,28/06/2023 19:00,25,25,25,25,,,
7663704,2023-06-29T16:00:00Z,1,,complete,11+ Preparation,552872,1749410,1749557,1749556,70,60,29/06/2023 16:00,10,10,12,12,,,
9156278,2023-06-29T16:30:00Z,1,,planned,English,665683,0,1998422,1992136,65,0,29/06/2023 16:30,65,65,22,22,,,
7663755,2023-06-29T17:30:00Z,1,,awaiting-report,English & 11+ Exam Technique,552877,1749410,1749559,1749558,70,50,29/06/2023 17:30,20,20,22,22,,,
9386448,2023-06-29T17:30:00Z,1,,cancelled,Maths & English,605181,1953906,1945537,1867373,70,48,29/06/2023 17:30,22,22,20,20,,,
9386501,2023-06-29T18:30:00Z,1,,cancelled,Maths,605183,1953906,1945536,1867373,70,48,29/06/2023 18:30,22,22,12,12,,,
10545427,2023-06-30T18:20:00Z,1,,complete,Maths and Literacy,584492,2182887,1842913,1822569,70,48,30/06/2023 18:20,22,22,27,27,,,
10693343,2023-07-01T13:00:00Z,1,,complete,11+ Tutoring,611548,1749410,1977926,1880340,68,60,01/07/2023 13:00,8,8,12,12,,,
8995840,2023-07-01T14:00:00Z,2,,complete,Maths & English,642799,1908735,1945390,1945386,68,48,01/07/2023 14:00,20,40,24,48,,,
7968598,2023-07-02T17:30:00Z,1,,cancelled,Year 5 | Maths | Jana,575149,1953906,1810509,1801047,65,45,02/07/2023 17:30,20,20,22,22,,,
10242364,2023-07-02T18:30:00Z,1,,cancelled,Maths,575150,1806454,1810510,1801047,65,45,02/07/2023 18:30,20,20,22,22,,,
9046387,2023-07-03T16:30:00Z,1,,complete,Maths & English,638826,1749613,1945499,1934279,68,60,03/07/2023 16:30,8,8,12,12,,,
8569969,2023-07-03T17:30:00Z,1.5,,cancelled,English,624992,1909000,1749458,1748975,58,43,03/07/2023 17:30,15,22.5,15,22.5,,,
7629700,2023-07-03T18:00:00Z,1,,complete,"Maths, English, Science & History",552865,1749613,1749548,1749547,70,55,03/07/2023 18:00,15,15,27,27,,,
10418065,2023-07-03T18:00:00Z,1,,complete,Maths | Yr 7,733626,1954528,2162235,2162026,68,48,03/07/2023 18:00,20,20,24,24,,,
7766581,2023-07-04T16:00:00Z,1,,complete,11+ Preparation,571165,1749613,1795153,1772048,70,55,04/07/2023 16:00,15,15,17,17,,,
8570371,2023-07-04T17:00:00Z,1,,cancelled,Maths & Science,625022,1763504,1920322,1910535,65,45,04/07/2023 17:00,20,20,20,20,,,
9287320,2023-07-04T17:30:00Z,1,,cancelled,10+ Preparation,627639,1848083,1945299,1915505,68,50,04/07/2023 17:30,18,18,18,18,,,
10693345,2023-07-04T18:00:00Z,1,,complete,11+ Tutoring,611548,1749410,1977926,1880340,68,60,04/07/2023 18:00,8,8,12,12,,,
10569407,2023-07-05T16:00:00Z,1,,complete,Intro and Kinetics,651399,2068061,1965088,1839900,68,50,05/07/2023 16:00,18,18,18,18,,,
7663358,2023-07-05T16:30:00Z,1,,planned,11+ Preparation,552885,1749410,1749576,1749574,72,60,05/07/2023 16:30,12,12,12,12,,,
9287373,2023-07-05T17:30:00Z,1,,cancelled,11+ Preparation,621647,1848083,1945291,1902956,68,50,05/07/2023 17:30,18,18,18,18,,,
10309865,2023-07-05T18:00:00Z,1,,complete,Yr 8 | English,733605,1981488,2162196,2161964,65,45,05/07/2023 18:00,20,20,22,22,,,
10309780,2023-07-05T19:00:00Z,1,,cancelled,Yr 11 | English,733609,1981488,2162197,2161964,70,45,05/07/2023 19:00,25,25,25,25,,,
7663705,2023-07-06T16:00:00Z,1,,planned,11+ Preparation,552872,1749410,1749557,1749556,72,60,06/07/2023 16:00,12,12,12,12,,,
10693350,2023-07-06T16:10:00Z,1,,complete,11+ Tutoring,552872,1749410,1749557,1749556,70,60,06/07/2023 16:10,10,10,12,12,,,
9156279,2023-07-06T16:30:00Z,1,,planned,English,665683,0,1998422,1992136,65,0,06/07/2023 16:30,65,65,22,22,,,
9120049,2023-07-06T16:30:00Z,1,,cancelled,11+ Preparation,663178,1908735,1978007,1978004,68,48,06/07/2023 16:30,20,20,22,22,,,
10693356,2023-07-06T17:20:00Z,1,,complete,11+ Tutoring,552885,1749410,1749576,1749574,70,60,06/07/2023 17:20,10,10,12,12,,,
9386449,2023-07-06T17:30:00Z,1,,cancelled,Maths & English,605181,1953906,1945537,1867373,70,48,06/07/2023 17:30,22,22,22,22,,,
7663756,2023-07-06T17:30:00Z,1,,planned,English & 11+ Exam Technique,552877,1749410,1749559,1749558,70,50,06/07/2023 17:30,20,20,20,20,,,
9386502,2023-07-06T18:30:00Z,1,,cancelled,Maths,605183,1953906,1945536,1867373,70,48,06/07/2023 18:30,22,22,12,12,,,
9410899,2023-07-07T14:00:00Z,1,,complete,11+ Preparation,677940,1749613,2027690,2023833,68,60,07/07/2023 14:00,8,8,12,12,,,
10602880,2023-07-07T18:00:00Z,1,,complete,Maths and Literacy,584492,2182887,1842913,1822569,70,48,07/07/2023 18:00,22,22,27,27,,,
7968599,2023-07-09T17:30:00Z,1,,cancelled,Year 5 | Maths | Jana,575149,1953906,1810509,1801047,65,45,09/07/2023 17:30,20,20,22,22,,,
10242365,2023-07-09T18:30:00Z,1,,cancelled,Maths,575150,1806454,1810510,1801047,65,45,09/07/2023 18:30,20,20,22,22,,,
9046388,2023-07-10T16:30:00Z,1,,complete,Maths & English,638826,1749613,1945499,1934279,68,60,10/07/2023 16:30,8,8,12,12,,,
8569970,2023-07-10T17:30:00Z,1.5,,complete,English,624992,1909000,1749458,1748975,58,43,10/07/2023 17:30,15,22.5,15,22.5,,,
7629701,2023-07-10T18:00:00Z,1.5,,complete,"Maths, English, Science & History",552865,1749613,1749548,1749547,70,55,10/07/2023 18:00,15,22.5,27,40.5,,,
10418066,2023-07-10T18:00:00Z,1,,cancelled,Maths | Yr 7,733626,1954528,2162235,2162026,68,48,10/07/2023 18:00,20,20,24,24,,,
8995841,2023-07-11T14:00:00Z,2,,complete,Maths & English,642799,1908735,1945390,1945386,68,48,11/07/2023 14:00,20,40,24,48,,,
7766582,2023-07-11T16:00:00Z,1,,complete,11+ Preparation,571165,1749613,1795153,1772048,70,55,11/07/2023 16:00,15,15,17,17,,,
8570372,2023-07-11T17:00:00Z,1,,cancelled,Maths & Science,625022,1763504,1920322,1910535,65,45,11/07/2023 17:00,20,20,20,20,,,
9287321,2023-07-11T17:30:00Z,1,,cancelled,10+ Preparation,627639,1848083,1945299,1915505,68,50,11/07/2023 17:30,18,18,18,18,,,
10638409,2023-07-12T16:00:00Z,1,,complete,Equilibrium questions,651399,2068061,1965088,1839900,68,50,12/07/2023 16:00,18,18,18,18,,,
9410900,2023-07-12T16:10:00Z,1,,complete,11+ Preparation,677940,1749613,2027690,2023833,68,60,12/07/2023 16:10,8,8,12,12,,,
7663359,2023-07-12T16:30:00Z,1,,planned,11+ Preparation,552885,1749410,1749576,1749574,72,60,12/07/2023 16:30,12,12,12,12,,,
9287374,2023-07-12T17:30:00Z,1,,complete,11+ Preparation,621647,1848083,1945291,1902956,68,50,12/07/2023 17:30,18,18,18,18,,,
10309866,2023-07-12T18:00:00Z,1,,cancelled,Yr 8 | English,733605,1981488,2162196,2161964,65,45,12/07/2023 18:00,20,20,22,22,,,
10309781,2023-07-12T19:00:00Z,1,,cancelled,Yr 11 | English,733609,1981488,2162197,2161964,70,45,12/07/2023 19:00,25,25,25,25,,,
7663706,2023-07-13T16:00:00Z,1,,awaiting-report,11+ Preparation,552872,1749410,1749557,1749556,70,60,13/07/2023 16:00,10,10,12,12,,,
10693352,2023-07-13T16:00:00Z,1,,complete,11+ Tutoring,552872,1749410,1749557,1749556,70,60,13/07/2023 16:00,10,10,12,12,,,
9156280,2023-07-13T16:30:00Z,1,,planned,English,665683,0,1998422,1992136,65,0,13/07/2023 16:30,65,65,22,22,,,
10693357,2023-07-13T17:20:00Z,1,,complete,11+ Tutoring,552885,1749410,1749576,1749574,70,60,13/07/2023 17:20,10,10,12,12,,,
7663757,2023-07-13T17:30:00Z,1,,planned,English & 11+ Exam Technique,552877,1749410,1749559,1749558,70,50,13/07/2023 17:30,20,20,22,22,,,
9386450,2023-07-13T17:30:00Z,1,,cancelled,Maths & English,605181,1953906,1945537,1867373,70,48,13/07/2023 17:30,22,22,20,20,,,
9386503,2023-07-13T18:30:00Z,1,,cancelled,Maths,605183,1953906,1945536,1867373,70,48,13/07/2023 18:30,22,22,12,12,,,
10681000,2023-07-14T18:00:00Z,1,,complete,English and Maths,584492,2182887,1842913,1822569,70,48,14/07/2023 18:00,22,22,27,27,,,
8995842,2023-07-15T14:00:00Z,2,,cancelled,Maths & English,642799,1908735,1945390,1945386,68,48,15/07/2023 14:00,20,40,24,48,,,
10477871,2023-07-16T11:00:00Z,1.5,,complete,TBC,552825,1954528,1749458,1748975,58,50,16/07/2023 11:00,8,12,10,15,,,
7968600,2023-07-16T17:30:00Z,1,,cancelled,Year 5 | Maths | Jana,575149,1953906,1810509,1801047,65,45,16/07/2023 17:30,20,20,22,22,,,
10651440,2023-07-17T13:30:00Z,1.5,,complete,"Maths, English, Science & History",552865,1749613,1749548,1749547,70,55,17/07/2023 13:30,15,22.5,24,36,,,
9046389,2023-07-17T16:30:00Z,1,,complete,Maths & English,638826,1749613,1945499,1934279,68,60,17/07/2023 16:30,8,8,12,12,,,
8569971,2023-07-17T17:30:00Z,1.5,,complete,English,624992,1909000,1749458,1748975,58,43,17/07/2023 17:30,15,22.5,15,22.5,,,
10418067,2023-07-17T18:00:00Z,1,,cancelled,Maths | Yr 7,733626,1954528,2162235,2162026,68,48,17/07/2023 18:00,20,20,27,27,,,
7766583,2023-07-18T16:00:00Z,1,,complete,11+ Preparation,571165,1749613,1795153,1772048,70,55,18/07/2023 16:00,15,15,17,17,,,
8570373,2023-07-18T17:00:00Z,1,,cancelled,Maths & Science,625022,1763504,1920322,1910535,65,45,18/07/2023 17:00,20,20,20,20,,,
10693365,2023-07-18T17:15:00Z,1,,complete,11+ Tutoring,552887,1749410,1749576,1749574,65,55,18/07/2023 17:15,10,10,12,12,,,
9287322,2023-07-18T17:30:00Z,1,,complete,10+ Preparation,627639,1848083,1945299,1915505,68,50,18/07/2023 17:30,18,18,18,18,,,
10693347,2023-07-18T18:00:00Z,1,,complete,11+ Tutoring,611548,1749410,1977926,1880340,68,60,18/07/2023 18:00,8,8,12,12,,,
7663360,2023-07-19T16:30:00Z,1,,planned,11+ Preparation,552885,1749410,1749576,1749574,72,60,19/07/2023 16:30,12,12,12,12,,,
9287375,2023-07-19T17:30:00Z,1,,complete,11+ Preparation,621647,1848083,1945291,1902956,68,50,19/07/2023 17:30,18,18,18,18,,,
10309867,2023-07-19T18:00:00Z,1,,complete,Yr 8 | English,733605,1981488,2162196,2161964,65,45,19/07/2023 18:00,20,20,22,22,,,
10309782,2023-07-19T19:00:00Z,1,,cancelled,Yr 11 | English,733609,1981488,2162197,2161964,70,45,19/07/2023 19:00,25,25,25,25,,,
7663707,2023-07-20T16:00:00Z,1,,planned,11+ Preparation,552872,1749410,1749557,1749556,72,60,20/07/2023 16:00,12,12,12,12,,,
10693353,2023-07-20T16:10:00Z,1,,complete,11+ Tutoring,552872,1749410,1749557,1749556,70,60,20/07/2023 16:10,10,10,12,12,,,
9120050,2023-07-20T16:30:00Z,1,,cancelled,11+ Preparation,663178,1908735,1978007,1978004,68,48,20/07/2023 16:30,20,20,22,22,,,
9156281,2023-07-20T16:30:00Z,1,,planned,English,665683,0,1998422,1992136,65,0,20/07/2023 16:30,65,65,22,22,,,
10693368,2023-07-20T17:20:00Z,1,,complete,11+ Tutoring,552885,1749410,1749576,1749574,70,60,20/07/2023 17:20,10,10,12,12,,,
7663758,2023-07-20T17:30:00Z,1,,planned,English & 11+ Exam Technique,552877,1749410,1749559,1749558,70,50,20/07/2023 17:30,20,20,20,20,,,
9410901,2023-07-21T15:00:00Z,1,,complete,11+ Preparation,677940,1749613,2027690,2023833,68,60,21/07/2023 15:00,8,8,12,12,,,
10701077,2023-07-21T17:00:00Z,1,,complete,Maths & English,753811,2232346,2216276,2216275,63,45,21/07/2023 17:00,18,18,20,20,,,
10692356,2023-07-22T09:30:00Z,1,,complete,Extra lesson before holiday in America,627639,1848083,1945299,1915505,68,50,22/07/2023 09:30,18,18,18,18,,,
8995843,2023-07-22T14:00:00Z,2,,complete,Maths & English,642799,1908735,1945390,1945386,68,48,22/07/2023 14:00,20,40,24,48,,,
9046390,2023-07-24T13:00:00Z,1,,complete,Maths & English,638826,1749613,1945499,1934279,68,60,24/07/2023 13:00,8,8,12,12,,,
10712345,2023-07-24T14:30:00Z,1.5,,complete,"Maths, English, Science & History",552865,1749613,1749548,1749547,70,55,24/07/2023 14:30,15,22.5,24,36,,,
10742413,2023-07-24T17:30:00Z,1,,awaiting-report,11+ Tutoring,611548,1749410,1977926,1880340,63,55,24/07/2023 17:30,8,8,12,12,,,
8570374,2023-07-25T17:00:00Z,1,,cancelled,Maths & Science,625022,1763504,1920322,1910535,65,45,25/07/2023 17:00,20,20,20,20,,,
10742421,2023-07-25T17:15:00Z,1,,complete,11+ Tutoring,552887,1749410,1749576,1749574,65,55,25/07/2023 17:15,10,10,12,12,,,
9287323,2023-07-25T17:30:00Z,1,,cancelled,10+ Preparation,627639,1848083,1945299,1915505,68,50,25/07/2023 17:30,18,18,18,18,,,
9377366,2023-07-25T18:00:00Z,1,,complete,11+ Preparation,611548,1749410,1977926,1880340,53,45,25/07/2023 18:00,8,8,12,12,,,
9287376,2023-07-26T17:30:00Z,1,,complete,11+ Preparation,621647,1848083,1945291,1902956,68,50,26/07/2023 17:30,18,18,18,18,,,
10309783,2023-07-26T19:00:00Z,1,,cancelled,Yr 11 | English,733609,1981488,2162197,2161964,70,45,26/07/2023 19:00,25,25,25,25,,,
10742424,2023-07-27T16:00:00Z,1,,complete,11+ Tutoring,552876,1749410,1749557,1749556,65,55,27/07/2023 16:00,10,10,12,12,,,
9156282,2023-07-27T16:30:00Z,1,,planned,English,665683,0,1998422,1992136,65,0,27/07/2023 16:30,65,65,22,22,,,
10701081,2023-07-28T17:00:00Z,1,,cancelled,Maths & English,753811,2232346,2216276,2216275,63,45,28/07/2023 17:00,18,18,20,20,,,
